train/atom_loss,train/bond_loss,train/coordinate_loss,train/distance_loss,train/bond_distance_loss,train/KLD,train/loss,epoch,step,valid/atom_loss,valid/bond_loss,valid/coordinate_loss,valid/distance_loss,valid/bond_distance_loss,valid/KLD,valid/loss,valid/atom_accuracy,valid/bond_accuracy,valid/coordinate_rmsd
1.7538585662841797,0.1353124976158142,1.3900234699249268,1.972984790802002,nan,40.573829650878906,nan,0,49,,,,,,,,,,
1.4613010883331299,0.11408507823944092,0.13086244463920593,0.3284487724304199,nan,25.66094970703125,nan,0,99,,,,,,,,,,
0.8994045257568359,0.11176001280546188,0.058978404849767685,0.12551219761371613,nan,48.198829650878906,nan,0,149,,,,,,,,,,
0.537726879119873,0.09935206919908524,0.032593633979558945,0.06581360101699829,nan,68.21845245361328,nan,0,199,,,,,,,,,,
0.311868280172348,0.09114844352006912,0.027806658297777176,0.05512058362364769,nan,77.56477355957031,nan,0,249,,,,,,,,,,
0.2230396270751953,0.08422540873289108,0.024461178109049797,0.053423039615154266,nan,88.16744995117188,nan,0,299,,,,,,,,,,
0.16759273409843445,0.08152147382497787,0.020888300612568855,0.040694039314985275,nan,96.00545501708984,nan,0,349,,,,,,,,,,
0.12016600370407104,0.07955966144800186,0.019360894337296486,0.03798297420144081,nan,102.45514678955078,nan,0,399,,,,,,,,,,
0.08882331103086472,0.07487069815397263,0.018047278746962547,0.03646252676844597,nan,108.37545013427734,nan,0,449,,,,,,,,,,
0.07117179781198502,0.07413548231124878,0.016094565391540527,0.03062557242810726,nan,113.63430786132812,nan,0,499,,,,,,,,,,
0.0525958389043808,0.07040746510028839,0.014874628745019436,0.02861926332116127,nan,119.20668029785156,nan,0,549,,,,,,,,,,
0.04558449611067772,0.06809300929307938,0.013626937754452229,0.025773242115974426,nan,123.98828887939453,nan,0,599,,,,,,,,,,
0.040455497801303864,0.06688326597213745,0.012855368666350842,0.025195129215717316,nan,128.431884765625,nan,0,649,,,,,,,,,,
0.032775215804576874,0.0650574192404747,0.012120859697461128,0.022957850247621536,nan,133.25729370117188,nan,0,699,,,,,,,,,,
0.028751377016305923,0.06382857263088226,0.011104486882686615,0.020949501544237137,nan,138.11241149902344,nan,0,749,,,,,,,,,,
0.027650758624076843,0.06199520453810692,0.010681871324777603,0.020710250362753868,nan,142.7057342529297,nan,0,799,,,,,,,,,,
0.025319263339042664,0.06053556129336357,0.010022934526205063,0.019215013831853867,nan,147.93186950683594,nan,0,849,,,,,,,,,,
0.020622095093131065,0.05956466123461723,0.009436408057808876,0.017757853493094444,nan,152.83018493652344,nan,0,899,,,,,,,,,,
0.02009476348757744,0.05922680348157883,0.009136402048170567,0.017830751836299896,nan,157.7410430908203,nan,0,949,,,,,,,,,,
0.01831148751080036,0.058369964361190796,0.00847396720200777,0.01559398788958788,nan,162.7674560546875,nan,0,999,,,,,,,,,,
0.01597534865140915,0.057314079254865646,0.008151532150804996,0.01510481908917427,nan,167.8970489501953,nan,0,1049,,,,,,,,,,
0.01418025977909565,0.0559600293636322,0.00793306902050972,0.014590267091989517,nan,172.91786193847656,nan,0,1099,,,,,,,,,,
0.014220996759831905,0.05532434582710266,0.007525825873017311,0.013893290422856808,nan,177.80160522460938,nan,1,1149,,,,,,,,,,
0.013582813553512096,0.05465611442923546,0.007532385643571615,0.014547416940331459,nan,182.94825744628906,nan,1,1199,,,,,,,,,,
0.012780843302607536,0.05353165417909622,0.007025550585240126,0.013015907257795334,nan,189.5943603515625,nan,1,1249,,,,,,,,,,
0.01149508636444807,0.05281343683600426,0.009662802331149578,0.057458944618701935,nan,194.68148803710938,nan,1,1299,,,,,,,,,,
0.01045340858399868,0.05095002427697182,0.00857728160917759,0.03361019864678383,nan,199.96548461914062,nan,1,1349,,,,,,,,,,
0.008939089253544807,0.050310391932725906,0.006028263363987207,0.01094861887395382,nan,205.90887451171875,nan,1,1399,,,,,,,,,,
0.007454972714185715,0.05049104243516922,0.005945864599198103,0.01099785603582859,nan,211.72335815429688,nan,1,1449,,,,,,,,,,
0.00773165188729763,0.04962100833654404,0.005845117848366499,0.011281248182058334,nan,217.3023681640625,nan,1,1499,,,,,,,,,,
0.007017697673290968,0.04874877259135246,0.005533058196306229,0.009983289055526257,nan,223.10377502441406,nan,1,1549,,,,,,,,,,
0.006421186961233616,0.047573063522577286,0.005300107877701521,0.009609295055270195,nan,228.91336059570312,nan,1,1599,,,,,,,,,,
0.007323020603507757,0.048066217452287674,0.0056045809760689735,0.011847659014165401,nan,234.61016845703125,nan,1,1649,,,,,,,,,,
0.006264274939894676,0.045876406133174896,0.0050173569470644,0.009166874922811985,nan,241.06959533691406,nan,1,1699,,,,,,,,,,
0.004886521492153406,0.04568590968847275,0.004857321735471487,0.00914115458726883,nan,246.11508178710938,nan,1,1749,,,,,,,,,,
0.004562229849398136,0.044816792011260986,0.0048162429593503475,0.0089944526553154,nan,252.6977081298828,nan,1,1799,,,,,,,,,,
0.005349197890609503,0.04462645202875137,0.0051545677706599236,0.01269761472940445,nan,257.42596435546875,nan,1,1849,,,,,,,,,,
0.0035010618157684803,0.04409455135464668,0.004398806486278772,0.007897595874965191,nan,265.71087646484375,nan,1,1899,,,,,,,,,,
0.004142983350902796,0.043623488396406174,0.00477771507576108,0.009546841494739056,nan,269.5147399902344,nan,1,1949,,,,,,,,,,
0.0035101098474115133,0.04253434017300606,0.004272318910807371,0.007811305113136768,nan,276.4180603027344,nan,1,1999,,,,,,,,,,
0.0032250923104584217,0.042078759521245956,0.0041073886677622795,0.007543222513049841,nan,282.6635437011719,nan,1,2049,,,,,,,,,,
0.0034606652334332466,0.041539859026670456,0.004130114801228046,0.007479777093976736,nan,288.41943359375,nan,1,2099,,,,,,,,,,
0.0036305563990026712,0.0405648909509182,0.004463535267859697,0.012876041233539581,nan,294.2074890136719,nan,1,2149,,,,,,,,,,
0.0035564368590712547,0.04072537273168564,0.003915673121809959,0.007288696244359016,nan,297.6688537597656,nan,1,2199,,,,,,,,,,
0.0026571135967969894,0.04003911465406418,0.0037920111790299416,0.006946368608623743,nan,304.9079895019531,nan,1,2249,,,,,,,,,,
0.003213288029655814,0.039485033601522446,0.0036943331360816956,0.006736464332789183,nan,312.7433776855469,nan,2,2299,,,,,,,,,,
0.003767714835703373,0.040717143565416336,0.003699270309880376,0.006687675137072802,nan,316.2540283203125,nan,2,2349,,,,,,,,,,
0.0023512302432209253,0.038879211992025375,0.0035169830080121756,0.006422583945095539,nan,322.4583740234375,nan,2,2399,,,,,,,,,,
0.002311870688572526,0.03848722204566002,0.0035429440904408693,0.006612645927816629,nan,328.4911193847656,nan,2,2449,,,,,,,,,,
0.0019867687951773405,0.03831469640135765,0.003321865340694785,0.005935757886618376,nan,335.3648376464844,nan,2,2499,,,,,,,,,,
0.002310766838490963,0.0376163087785244,0.003412656020373106,0.006296077743172646,nan,339.29876708984375,nan,2,2549,,,,,,,,,,
0.0023441079538315535,0.03701139986515045,0.0032431785948574543,0.005863334517925978,nan,347.28619384765625,nan,2,2599,,,,,,,,,,
0.0019966536201536655,0.036918871104717255,0.003311034059152007,0.006477324757725,nan,352.83074951171875,nan,2,2649,,,,,,,,,,
0.0016666282899677753,0.0362309105694294,0.003211000934243202,0.005748300813138485,nan,358.25244140625,nan,2,2699,,,,,,,,,,
0.0019716680981218815,0.03614828363060951,0.0031012592371553183,0.006009645294398069,nan,366.50970458984375,nan,2,2749,,,,,,,,,,
0.001862986828200519,0.03606332838535309,0.003030515043064952,0.00531711895018816,nan,372.1527404785156,nan,2,2799,,,,,,,,,,
